"0x18c92ea4988fd9ecea648c2bfd4a3783f6ee7c52fee959351e3213d0870698c6","13776445","1639127122","2021-12-10 09:05:22","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","1","0","2644.29","0.001178682034782","3.1167771177537","3902.49","","","Transfer",""
"0x81325e63f88b8bff8cd8d41b7923041f5d837cb4fbc2ac4bc7fde76225d83407","13776477","1639127463","2021-12-10 09:11:03","0xe0e859f46094a515fc03ea808f6822cc217c75f1","0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7","","0","0.99843513328015","2640.15203858137","0.00156486671985","4.13796141863216","3902.49","","","Transfer",""
"0x317955369a10af3aea980e8d8a394e47a3ebbedef2854a2cc6a431197396096d","13776489","1639127568","2021-12-10 09:12:48","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","0.8","0","2115.432","0.001036966620963","2.74204046614625","3902.49","","","Transfer",""
"0x6578f087b1ba4d94c8a67125e3b231cab7afb793e22e044e8254615416253eec","13776579","1639128673","2021-12-10 09:31:13","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","1","0","2644.29","0.000863993854542","2.28465030962687","3902.49","","","Transfer",""
"0x87b11cbb81406784ee72d496c752e70695c8106ae403cc950b1d484bbe64f1d4","13776584","1639128807","2021-12-10 09:33:27","0xe0e859f46094a515fc03ea808f6822cc217c75f1","0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7","","0","1.798485004218834","4755.71591180582","0.001514995781166","4.00608819417944","3902.49","","","Transfer",""
"0x4dd65f8a437651226ee6d35e7df556aa940b99f8da41a8f262dc753eaf2494f9","13776649","1639129503","2021-12-10 09:45:03","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","1.5","0","3966.435","0.001092257158986","2.88824468293509","3902.49","","","Transfer",""
"0x07edf2074ee9454f1c9ff05bbbc10a73d670ac2f5cea8bc204289a0f17a8ce41","13776655","1639129587","2021-12-10 09:46:27","0xe0e859f46094a515fc03ea808f6822cc217c75f1","0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7","","0","1.498514114817771","3962.50588867148","0.001485885182229","3.92911132851632","3902.49","","","Transfer",""
"0x78b44487a4ea33bbc88afb6f83fcd011c4a0487b5f1311262a6cf7c052eae426","13776761","1639130917","2021-12-10 10:08:37","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","1","0","2644.29","0.001113649212165","2.94481147523579","3902.49","","","Transfer",""
"0x5c93b2ce08c37fe489a7a3ef743773d0d6d05364671d649cbc2b974a35f72e9e","13776810","1639131517","2021-12-10 10:18:37","0xb33048db288d0efcc800458a5be99e08769cf791","0xe0e859f46094a515fc03ea808f6822cc217c75f1","","1.3","0","3437.577","0.000887067576759","2.34566392254806","3902.49","","","Transfer",""
"0x0a930fb65d30fe879453eacb821b146465494a89f5d3eb93d8096ef5f7673e8b","13776817","1639131609","2021-12-10 10:20:09","0xe0e859f46094a515fc03ea808f6822cc217c75f1","0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7","","0","2.298550372605617","6078.03376477731","0.001449627394383","3.83323522269302","3902.49","","","Transfer",""
